filename	lines	domain	type	project	destination	confidence	ai_hint
STAND UP NOTES 2-5.md	9	product-management|claude-mastery	ai-prompt	campus-201	20_projects/prj-campus-201/	MEDIUM	STAND UP NOTES 2-5
START WITH 1352C3C30110136.md	10	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	START WITH 1352C3C30110136
SUPABASE CLOUD LOG IN.md	3	claude-mastery	unknown		40_knowledge/references/	MEDIUM	SUPABASE CLOUD LOG IN
SUPABASE INFO.md	8	claude-mastery	unknown		40_knowledge/references/	MEDIUM	SUPABASE INFO
SUPABASE.md	15	claude-mastery	unknown		40_knowledge/references/	MEDIUM	SUPABASE
Sara-bodeep@tinuiti-com.md	3	unclassified	unknown		00_inbox/	LOW	Sara.bodeep@tinuiti.com
Scale - 72.md	19	unclassified	unknown		00_inbox/	LOW	Scale - 72
School of Motion.md	3	unclassified	unknown		00_inbox/	LOW	School of Motion
Scope Accuracy- ✅ YES - Well Captured.md	57	creative-studio|product-management|life-systems	project-material		40_knowledge/references/	HIGH	Scope Accuracy: ✅ YES - Well Captured
Sean 2025.md	18	life-systems	financial	boston-move	20_projects/prj-boston-move/	HIGH	Sean 2025
Sean was born in 1992 and raised in Staten Island, NY- Having grown….md	8	creative-studio	creative-writing		40_knowledge/concepts/	HIGH	Sean was born in 1992 and raised in Staten Island, NY. Having grown…
Sean – Advanced Stage Combat Prompts (Street Fighter Style).md	91	creative-studio|life-systems	project-material		40_knowledge/references/	HIGH	Sean – Advanced Stage Combat Prompts (Street Fighter Style)
Sean.md	13	unclassified	unknown		00_inbox/	LOW	Conair
Session Initializer.md	89	creative-studio|design-team|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Session Initializer
Setting Up chrome-devtools MCP.md	24	claude-mastery	code-snippet		40_knowledge/references/	HIGH	Setting Up chrome-devtools MCP
Setting- Glass-walled war room, golden hour.md	20	product-management|creative-studio|claude-mastery	creative-writing		40_knowledge/concepts/	HIGH	Setting: Glass-walled war room, golden hour
Sexcapades With Mary and Sean.md	14	unclassified	unknown		00_inbox/	LOW	Sexcapades With Mary and Sean
Shameless short dialogue.md	116	life-systems	creative-writing		40_knowledge/concepts/	MEDIUM	Shameless short dialogue
She reads her book, then quickly senses something and gazes over to….md	3	unclassified	unknown		00_inbox/	LOW	She reads her book, then quickly senses something and gazes over to…
Short about a guy that likes to party- Similar to Frank in Shameless.md	8	life-systems	personal		60_archive/apple-notes-personal/	MEDIUM	Short about a guy that likes to party. Similar to Frank in Shameless
Short about being happy with what you have and enjoying the here and….md	5	creative-studio	unknown		40_knowledge/references/	MEDIUM	Short about being happy with what you have and enjoying the here and…
Short idea.md	3	unclassified	idea		00_inbox/	MEDIUM	Short idea
Short inspired by Beach Boys “In My Room”.md	5	creative-studio	personal		60_archive/apple-notes-personal/	MEDIUM	Short inspired by Beach Boys “In My Room”
Shot of microphone and shot of room in a panning shot.md	6	creative-studio	unknown		40_knowledge/references/	MEDIUM	Shot of microphone and shot of room in a panning shot
Show as show.md	3	unclassified	unknown		00_inbox/	LOW	Show as show
Smart Idea Scoring.md	25	product-management	idea		00_inbox/	MEDIUM	Smart Idea Scoring
So Gemini has the ability to view my screen and have a conversation….md	460	claude-mastery|creative-studio|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	So Gemini has the ability to view my screen and have a conversation…
Somerset House.md	6	unclassified	unknown		00_inbox/	LOW	Somerset House
Son Nguyen, Pascal Nguyen, Jane Conti, Hong Pham, Hector Vilchis, Gigi….md	8	life-systems	personal		60_archive/apple-notes-personal/	MEDIUM	Son Nguyen, Pascal Nguyen, Jane Conti, Hong Pham, Hector Vilchis, Gigi…
Sound Design For 16BitFit.md	24	creative-studio|claude-mastery	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	Sound Design For 16BitFit
Source-Search Policy (for all sub-agents)When executing any step….md	83	claude-mastery|design-team|life-systems	reference		40_knowledge/references/	HIGH	Source-Search Policy (for all sub-agents)When executing any step…
Space - Red dots are the folders you’re working on.md	19	creative-studio	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Space - Red dots are the folders you’re working on
Spinach x3 bags.md	12	unclassified	unknown		00_inbox/	LOW	Spinach x3 bags
Sprite creation.md	7	creative-studio|life-systems	unknown		40_knowledge/references/	MEDIUM	Sprite creation
Stack for sprites.md	209	creative-studio|claude-mastery|life-systems	project-material	superuser-pack	20_projects/prj-superuser-pack/	HIGH	Stack for sprites
Star Wars Story details.md	10	unclassified	unknown		00_inbox/	LOW	Star Wars Story details
Start remaking the photos in your about me section to make them closer….md	15	creative-studio|product-management|design-team	unknown		40_knowledge/references/	MEDIUM	Start remaking the photos in your about me section to make them closer…
Starting Point- Sally UX Validation.md	20	claude-mastery|product-management|design-team	project-material		40_knowledge/references/	HIGH	Starting Point: Sally UX Validation
Starting With 9864.md	8	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Starting With 9864
Static side-view camera, full body visible- A neutral gray 2D mannequin….md	5	creative-studio	reference		40_knowledge/references/	HIGH	Static side-view camera, full body visible. A neutral gray 2D mannequin…
Stay at home dads.md	9	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	Stay at home dads
Step in records - Tuesday ingest.md	6	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Step in records - Tuesday ingest
Steps to enable Jira access-.md	20	product-management|claude-mastery	unknown		40_knowledge/references/	MEDIUM	Steps to enable Jira access:
Storytelling has always been a big part in my life- It’s a way to….md	8	creative-studio|life-systems	personal		60_archive/apple-notes-personal/	HIGH	Storytelling has always been a big part in my life. It’s a way to…
Stubhub community.md	3	unclassified	unknown		00_inbox/	LOW	Stubhub community
Style anchor- Clean 2D mannequin figure with neutral gray body, subtle….md	8	creative-studio|life-systems	reference		40_knowledge/references/	HIGH	Style anchor: Clean 2D mannequin figure with neutral gray body, subtle…
Supabase Config info-.md	44	claude-mastery|life-systems|product-management	code-snippet	16bitfit	20_projects/prj-16bitfit/	HIGH	Supabase Config info:
Superpowers Deep Merge Plan.md	134	claude-mastery|product-management|life-systems	personal	superuser-pack	20_projects/prj-superuser-pack/	HIGH	Superpowers Deep Merge Plan
Sweet potato Chocolate bowl Recipe-.md	12	life-systems	unknown		00_inbox/	MEDIUM	Sweet potato Chocolate bowl Recipe:
TALKING POINTS SLIDE DECK PROMPT.md	17	product-management|life-systems	creative-writing	campus-201	20_projects/prj-campus-201/	HIGH	TALKING POINTS SLIDE DECK PROMPT
TAX.md	20	life-systems|product-management|design-team	financial		50_sources/finance/	HIGH	**Your assigned IP PIN is 692845**
TAXES.md	17	life-systems|product-management	financial		50_sources/finance/	HIGH	**TAXES
TESTIMONIALS-- I want to make a short satirical pharmaceutical commercial….md	45	product-management|life-systems|creative-studio	creative-writing	campus-201	20_projects/prj-campus-201/	HIGH	TESTIMONIALS** I want to make a short satirical pharmaceutical commercial…
THANKSGIVING INGREDIENTS.md	19	unclassified	unknown		00_inbox/	LOW	THANKSGIVING INGREDIENTS
THE BLOCK INFO.md	49	product-management|claude-mastery|design-team	list		50_sources/data/	MEDIUM	THE BLOCK INFO
THE BLOCK MAGIC PATH PROMPTS.md	229	product-management|creative-studio|design-team	ai-prompt		40_knowledge/references/	HIGH	THE BLOCK MAGIC PATH PROMPTS
THINGS I DELETED.md	5	unclassified	unknown		00_inbox/	LOW	THINGS I DELETED
THINGS TO ADD.md	7	unclassified	list		50_sources/data/	MEDIUM	THINGS TO ADD
THINGS TO IMPLEMENT INTO THE 16BitFit GAME-.md	6	creative-studio	list	16bitfit	20_projects/prj-16bitfit/	HIGH	THINGS TO IMPLEMENT INTO THE 16BitFit GAME:
TIER 2 SKILLS 16BITFIT.md	30	claude-mastery|creative-studio|life-systems	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	TIER 2 SKILLS 16BITFIT
TITLE- The Block — UI-UX Level-Up (A→G) Orchestrated Plan.md	269	design-team|product-management|life-systems	project-material	campus-201	20_projects/prj-campus-201/	HIGH	TITLE: The Block — UI/UX Level-Up (A→G) Orchestrated Plan
TITLE.md	84	creative-studio|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	16BitFit Image Agent — Single-Sprite Batch Generator
TO DO LIST.md	10	creative-studio|design-team	ai-prompt	16bitfit	20_projects/prj-16bitfit/	MEDIUM	TO DO LIST
TO GET TO PREVIOUS LACIE CONTENT.md	3	unclassified	unknown		00_inbox/	LOW	TO GET TO PREVIOUS LACIE CONTENT
TOP PERFORMERS RESPONSE transcript.md	25	life-systems	project-material	personal-finance	20_projects/prj-personal-finance/	HIGH	TOP PERFORMERS RESPONSE transcript
TRAINER.md	21	creative-studio|life-systems	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	TRAINER
TRAVEL BABES.md	47	life-systems	personal		60_archive/apple-notes-personal/	MEDIUM	TRAVEL BABES
TWITTER ACCOUNT FOR AI STUFF.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	TWITTER ACCOUNT FOR AI STUFF
Talk to Mckimmey about people talking about being “All In” during….md	6	unclassified	unknown		00_inbox/	LOW	Talk to Mckimmey about people talking about being “All In” during…
Taylor Swift comp - elevenlabs.md	3	unclassified	unknown		00_inbox/	LOW	Taylor Swift comp - elevenlabs
Tech sales interview questions.md	7	life-systems|creative-studio	personal		60_archive/apple-notes-personal/	MEDIUM	Tech sales interview questions
Technology masters.md	3	unclassified	unknown		00_inbox/	LOW	Technology masters
Telegram Zap - Copilot message.md	15	claude-mastery|life-systems	creative-writing		40_knowledge/concepts/	HIGH	Telegram Zap - Copilot message
Tell me a recent time you received constructive criticism and how….md	36	product-management|claude-mastery	project-material		40_knowledge/references/	HIGH	Tell me a recent time you received constructive criticism and how…
Test out the moving background and Dancing possum.md	3	unclassified	unknown		00_inbox/	LOW	Test out the moving background and Dancing possum
The Block Website - Award-Grade UI-UX Build Complete!.md	63	design-team|product-management|creative-studio	reference		40_knowledge/references/	HIGH	The Block Website - Award-Grade UI/UX Build Complete!
The agent had issues with PR 3- I merged the branches before I prompted….md	7	design-team	project-material		40_knowledge/references/	MEDIUM	The agent had issues with PR 3. I merged the branches before I prompted…
The art of kicking butt notes.md	62	creative-studio|life-systems	personal		60_archive/apple-notes-personal/	HIGH	The art of kicking butt notes
The beach sketch.md	6	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	The beach sketch
The main goal here is to build a funnel that connects -Co to Campus….md	22	product-management|life-systems	project-material	campus-201	20_projects/prj-campus-201/	MEDIUM	The main goal here is to build a funnel that connects .Co to Campus…
The main thing that's annoying me right now with ga is the fact that….md	3	life-systems	reference		40_knowledge/references/	MEDIUM	The main thing that's annoying me right now with ga is the fact that…
The plug in was created successfully- I ran the bash commands within….md	44	creative-studio|claude-mastery	unknown		40_knowledge/references/	MEDIUM	The plug in was created successfully. I ran the bash commands within…
These are core-node only (CheckpointLoaderSimple, LoraLoader, CLIPTextEncode….md	105	creative-studio|life-systems	ai-session-output	16bitfit	20_projects/prj-16bitfit/	HIGH	These are core-node only (CheckpointLoaderSimple, LoraLoader, CLIPTextEncode…
They lock style, palette, framing, and the motion beats so your MP4s….md	44	creative-studio	project-material		40_knowledge/references/	HIGH	They lock style, palette, framing, and the motion beats so your MP4s…
Things to do before London.md	7	product-management	list		50_sources/data/	MEDIUM	Things to do before London
Things we would need for the apocalypse-.md	9	unclassified	reference		40_knowledge/references/	MEDIUM	Things we would need for the apocalypse:
Things we’ve done in the past two weeks-.md	25	product-management	personal	campus-201	20_projects/prj-campus-201/	HIGH	Things we’ve done in the past two weeks:
Thinks to order-12-20.md	5	unclassified	unknown		00_inbox/	LOW	Thinks to order-12/20
This GPT takes your idea, even if it's just a starting point, and….md	76	product-management|life-systems	idea		00_inbox/	HIGH	This GPT takes your idea, even if it's just a starting point, and…
This JSON defines a Figma component named CharacterSprite- Each variant….md	87	creative-studio|life-systems|design-team	unknown		40_knowledge/references/	MEDIUM	This JSON defines a Figma component named CharacterSprite. Each variant…
This is great, thank you! I've attached a google docs link with sections….md	3	product-management	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	This is great, thank you! I've attached a google docs link with sections…
This is the performance guide from Unicorn Studio for you to store….md	80	creative-studio|claude-mastery	reference		40_knowledge/references/	MEDIUM	This is the performance guide from Unicorn Studio for you to store…
This is very helpful context- The user is essentially redesigning….md	22	claude-mastery|vault|creative-studio	project-material		40_knowledge/references/	HIGH	This is very helpful context. The user is essentially redesigning…
This project is for generating consistent 16-bit pixel art sprite….md	27	creative-studio|life-systems|design-team	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	This project is for generating consistent 16-bit pixel art sprite…
Tier 1 - Critical (2 remaining).md	64	claude-mastery|creative-studio|design-team	reference		40_knowledge/references/	HIGH	Tier 1 - Critical (2 remaining)
Time codes-.md	31	unclassified	unknown		00_inbox/	LOW	Time codes:
Title- Find best dual-computer keyboard-mouse + screen switching setup….md	67	life-systems|creative-studio|design-team	financial		50_sources/finance/	HIGH	Title: Find best dual-computer keyboard/mouse + screen switching setup…
To get Wi-Fi on your laptop, you'll need to turn your device to airplane….md	13	unclassified	list		50_sources/data/	MEDIUM	To get Wi-Fi on your laptop, you'll need to turn your device to airplane…
To use the plugins found in the claude-code repository, you generally….md	27	claude-mastery	project-material	superuser-pack	20_projects/prj-superuser-pack/	HIGH	To use the plugins found in the claude-code repository, you generally…
Today's attempts never reach -Guest connected- - the VM boots but….md	20	unclassified	unknown		00_inbox/	LOW	"Today's attempts never reach ""Guest connected"" - the VM boots but…"
Tokens-.md	16	creative-studio	unknown		40_knowledge/references/	MEDIUM	Tokens:
Transform The Block into a diversified, high-margin, multi-product….md	13	product-management	ai-prompt	campus-201	20_projects/prj-campus-201/	MEDIUM	Transform The Block into a diversified, high-margin, multi-product…
Two subjects having a deep conversation at a coffee shop, warm lighting….md	12	unclassified	code-snippet		40_knowledge/references/	MEDIUM	Two subjects having a deep conversation at a coffee shop, warm lighting…
UI-UX-SPECIALIST AGENT- Retro Component Scaffolding Skill Creation.md	385	design-team|creative-studio|claude-mastery	project-material	superuser-pack	20_projects/prj-superuser-pack/	HIGH	UI-UX-SPECIALIST AGENT: Retro Component Scaffolding Skill Creation
UP ANIMATION PROMPTS.md	17	creative-studio|life-systems	creative-writing	boston-move	20_projects/prj-boston-move/	HIGH	UP ANIMATION PROMPTS
UPDATES TO GALACTIC CHEF.md	15	life-systems	personal		60_archive/apple-notes-personal/	HIGH	UPDATES TO GALACTIC CHEF
Understanding How Claude “Agents” Work.md	299	creative-studio|life-systems|claude-mastery	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	Understanding How Claude “Agents” Work
Universal Implementation Prompt for AI Models.md	117	creative-studio|claude-mastery|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	Universal Implementation Prompt for AI Models
Update resume with 16bit fit and first chatgpt project - explain it….md	4	product-management|life-systems|creative-studio	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	Update resume with 16bit fit and first chatgpt project - explain it…
Updates on Gracie Abrams tickets in Paris 2025.md	24	product-management	ai-prompt		40_knowledge/references/	HIGH	Updates on Gracie Abrams tickets in Paris 2025
Use BMAD METHOD.md	18	claude-mastery|creative-studio|product-management	project-material	campus-201	20_projects/prj-campus-201/	MEDIUM	Use BMAD METHOD
Use upwork or fiver to find app ideas to build - example is airtable….md	5	unclassified	idea		00_inbox/	MEDIUM	Use upwork or fiver to find app ideas to build - example is airtable…
User (Sean) is building a Claude Code Superuser Pack - a system of….md	128	claude-mastery|life-systems|vault	project-material	superuser-pack	20_projects/prj-superuser-pack/	HIGH	User (Sean) is building a Claude Code Superuser Pack - a system of…
Username- Studio51_NYLIFE.md	4	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Username: Studio51_NYLIFE
Using code export.md	11	claude-mastery|creative-studio|product-management	project-material	campus-201	20_projects/prj-campus-201/	HIGH	Using code export
Using the 2 uploaded reference images (Medium-Elder-Angle-MAIN-jpeg….md	17	creative-studio|life-systems|design-team	reference		40_knowledge/references/	HIGH	Using the 2 uploaded reference images (Medium-Elder-Angle-MAIN.jpeg…
Using the four uploaded reference images to maintain exact facial….md	13	creative-studio	reference		40_knowledge/references/	MEDIUM	Using the four uploaded reference images to maintain exact facial…
Using the provided character references, create a dramatic anime close….md	7	life-systems	reference		40_knowledge/references/	MEDIUM	Using the provided character references, create a dramatic anime close…
Using the provided intimate bar booth background with warm mood lighting….md	3	creative-studio	reference		40_knowledge/references/	MEDIUM	Using the provided intimate bar booth background with warm mood lighting…
Using the provided sunset rooftop background overlooking water [07_lbi_roof_A_clean-png….md	3	unclassified	reference		40_knowledge/references/	MEDIUM	Using the provided sunset rooftop background overlooking water [07_lbi_roof_A_clean.png…
Using the three uploaded reference images (the Boston Harbor waterfront….md	5	life-systems|creative-studio	reference	boston-move	20_projects/prj-boston-move/	HIGH	Using the three uploaded reference images (the Boston Harbor waterfront…
Using the two uploaded reference images, create a 3D Pixar-style animated….md	12	creative-studio	reference		40_knowledge/references/	HIGH	Using the two uploaded reference images, create a 3D Pixar-style animated…
Using the uploaded character reference image, create a character turnaround….md	34	creative-studio|design-team|product-management	reference		40_knowledge/references/	HIGH	Using the uploaded character reference image, create a character turnaround…
Using the uploaded selfie [2025_SW_Headshot_Placeholder-36-jpg], transform….md	45	creative-studio	reference		40_knowledge/references/	HIGH	Using the uploaded selfie [2025_SW_Headshot_Placeholder-36.jpg], transform…
Verizon.md	3	unclassified	unknown		00_inbox/	LOW	Verizon
Voice Generator.md	3	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Voice Generator
Voice Over Script.md	35	life-systems	ai-prompt		60_archive/apple-notes-prompts/	MEDIUM	Voice Over Script
Voices Website.md	5	unclassified	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	Voices Website
WEBSITE INSPO--Here are websites that I really like as inspiration….md	10	creative-studio|design-team	idea		00_inbox/	MEDIUM	WEBSITE INSPO**Here are websites that I really like as inspiration…
WORKLIST.md	10	creative-studio	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	WORKLIST
Walgreens On Hylan Blvd Dongan Hills.md	4	life-systems	unknown		00_inbox/	MEDIUM	Walgreens On Hylan Blvd Dongan Hills
Warner Application-.md	21	life-systems	personal		60_archive/apple-notes-personal/	MEDIUM	Warner Application:
We are The Block (crypto news & research)- We have a new product 'Campus….md	21	product-management|life-systems|claude-mastery	idea	campus-201	20_projects/prj-campus-201/	HIGH	We are The Block (crypto news & research). We have a new product 'Campus…
We have a section within our Knowledge Base that can help you set….md	4	unclassified	project-material		40_knowledge/references/	MEDIUM	We have a section within our Knowledge Base that can help you set…
We need to brain storm some ideas to.md	5	unclassified	unknown		00_inbox/	LOW	We need to brain storm some ideas to
We released the enterprise version of Campus 201 on February 17th….md	5	product-management	project-material	campus-201	20_projects/prj-campus-201/	HIGH	We released the enterprise version of Campus 201 on February 17th…
We went to a reality where---.md	26	unclassified	project-material		40_knowledge/references/	LOW	We went to a reality where...
We're going to do 5- Start Party Mode -- I specifically want to speak….md	812	creative-studio|claude-mastery|life-systems	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	We're going to do 5. Start Party Mode -- I specifically want to speak…
Website landing page for an AI Product Manager-.md	4	product-management	idea		00_inbox/	MEDIUM	Website landing page for an AI Product Manager.
Website prompt.md	3	creative-studio	reference		40_knowledge/references/	MEDIUM	Website prompt
Weddings 2022-2023.md	26	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	Weddings 2022/2023
Weightlifter.md	6	creative-studio	unknown		40_knowledge/references/	MEDIUM	Weightlifter
We’re going to try again- All of the sound effects files were corrupt….md	18	creative-studio	unknown		40_knowledge/references/	MEDIUM	We’re going to try again. All of the sound effects files were corrupt…
What I Added.md	23	creative-studio|claude-mastery	reference		40_knowledge/references/	HIGH	What I Added
What are the types of simple arcade style games you would be able….md	4	creative-studio|design-team|life-systems	reference		40_knowledge/references/	HIGH	What are the types of simple arcade style games you would be able…
What if I told you---your father and I considered an abortion-.md	6	unclassified	idea		00_inbox/	MEDIUM	What if I told you...your father and I considered an abortion.
What is the buyer's journey-.md	344	life-systems	project-material		40_knowledge/references/	HIGH	What is the buyer's journey?
What is the crypto knowledge Ama-.md	10	product-management|claude-mastery	ai-prompt	campus-201	20_projects/prj-campus-201/	HIGH	What is the crypto knowledge Ama?
What to bring to cabin.md	33	life-systems	personal		60_archive/apple-notes-personal/	MEDIUM	What to bring to cabin
What we’re doing.md	133	creative-studio|claude-mastery|life-systems	idea	16bitfit	20_projects/prj-16bitfit/	HIGH	What we’re doing
When a transaction spans multiple rollups, both chains must see the….md	4	unclassified	unknown		00_inbox/	LOW	When a transaction spans multiple rollups, both chains must see the…
When to spin off new threads.md	23	creative-studio|design-team|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	When to spin off new threads
When you’re feeling stressed.md	6	unclassified	unknown		00_inbox/	LOW	When you’re feeling stressed
Which of the following is NOT a component of vision-based accessibility….md	58	design-team|life-systems	project-material		40_knowledge/references/	HIGH	Which of the following is NOT a component of vision-based accessibility…
Which programs and softwares should you learn to become an AI Prompt….md	6	claude-mastery	reference		40_knowledge/references/	HIGH	Which programs and softwares should you learn to become an AI Prompt…
Whole Foods List.md	9	unclassified	unknown		00_inbox/	LOW	Whole Foods List
With the football game short story-.md	3	unclassified	unknown		00_inbox/	LOW	With the football game short story.
Work on AI Evals, and case studies.md	3	unclassified	unknown		00_inbox/	LOW	Work on AI Evals, and case studies
Write out a plan for Gemini deep think and ChatGPT thinking or deep….md	4	claude-mastery	ai-prompt		40_knowledge/references/	HIGH	Write out a plan for Gemini deep think and ChatGPT thinking or deep…
Write the Animation Style Profiles and Operational Logic Parameters….md	24	creative-studio	ai-prompt		40_knowledge/references/	HIGH	Write the Animation Style Profiles and Operational Logic Parameters…
YOGA.md	22	creative-studio	unknown	16bitfit	20_projects/prj-16bitfit/	MEDIUM	Authentic DMG Game Boy pixel art style from 1989: a male yoga practitioner character, peaceful yoga instructor appearanc
YOUR ROLE & CONTEXT.md	166	product-management|life-systems|creative-studio	idea	campus-201	20_projects/prj-campus-201/	HIGH	YOUR ROLE & CONTEXT
Yes—if you rename the parent folder so it no longer contains spaces….md	11	life-systems|creative-studio	financial		50_sources/finance/	MEDIUM	Yes—if you rename the parent folder so it no longer contains spaces…
You are -16BitFit App Development,- a helpful AI assistant built by….md	215	creative-studio|life-systems|product-management	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	"You are ""16BitFit App Development,"" a helpful AI assistant built by…"
You are Claude Code running with Zapier MCP access- Before building….md	69	claude-mastery|product-management|life-systems	project-material		40_knowledge/references/	HIGH	You are Claude Code running with Zapier MCP access. Before building…
You are a coding agent- Use the patched job files and anchors manifest….md	71	claude-mastery|creative-studio|life-systems	code-snippet	16bitfit	20_projects/prj-16bitfit/	HIGH	You are a coding agent. Use the patched job files and anchors manifest…
You are a data analytics quality assurance expert- I'm building a….md	86	product-management|life-systems	project-material		40_knowledge/references/	HIGH	You are a data analytics quality assurance expert. I'm building a…
You are an AI Product Manager and startup strategist who helps users….md	70	product-management|life-systems	idea		00_inbox/	HIGH	You are an AI Product Manager and startup strategist who helps users…
You are an AI Product Strategy consultant specializing in design tools….md	83	design-team|claude-mastery|product-management	project-material		40_knowledge/references/	HIGH	You are an AI Product Strategy consultant specializing in design tools…
You are an AI product manager- You are working with multiple teams….md	18	product-management|life-systems	list		50_sources/data/	HIGH	You are an AI product manager. You are working with multiple teams…
You are an expert game developer specializing in fighting games, performance….md	329	creative-studio|life-systems|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	You are an expert game developer specializing in fighting games, performance…
You are batch-executing NotebookLM Fast Research prompts into an existing….md	90	creative-studio|claude-mastery|design-team	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	You are batch-executing NotebookLM Fast Research prompts into an existing…
You are building UI for --16BitFit--, a fitness gamification app with….md	34	creative-studio|life-systems|design-team	idea	16bitfit	20_projects/prj-16bitfit/	MEDIUM	You are building UI for **16BitFit**, a fitness gamification app with…
You are my Animation Council for building a Coding Agent’s Guide to….md	22	creative-studio|design-team	reference		40_knowledge/references/	HIGH	You are my Animation Council for building a Coding Agent’s Guide to…
You are my coding assistant- We’re going to REGNERATE all SFX + VO….md	64	creative-studio|claude-mastery|design-team	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	You are my coding assistant. We’re going to REGNERATE all SFX + VO…
You are my deep research agent focused on AI pipelines for consistent….md	27	creative-studio|claude-mastery	project-material		40_knowledge/references/	HIGH	You are my deep research agent focused on AI pipelines for consistent…
You are tasked with integrating an existing React component bundle….md	2474	creative-studio|design-team|claude-mastery	code-snippet		40_knowledge/references/	HIGH	You are tasked with integrating an existing React component bundle…
Youtube How to become an AI PM-.md	4	life-systems	reference		40_knowledge/references/	MEDIUM	Youtube How to become an AI PM:
You’re joining an in‑progress Next-js 14 + Tailwind + Radix + shadcn….md	139	product-management|design-team|life-systems	reference	campus-201	20_projects/prj-campus-201/	HIGH	You’re joining an in‑progress Next.js 14 + Tailwind + Radix + shadcn…
You’re working within a project folder dedicated to mastering Claude….md	4	claude-mastery|vault|creative-studio	project-material		40_knowledge/references/	HIGH	You’re working within a project folder dedicated to mastering Claude…
agent- truename- AssetLoaderAgenttags- [phaser, performance, asset….md	348	creative-studio|life-systems|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	agent: truename: AssetLoaderAgenttags: [phaser, performance, asset…
bows deeply and produces a weathered scroll Excellent strategy, wise….md	264	creative-studio|product-management|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	bows deeply and produces a weathered scroll Excellent strategy, wise…
cd -Users-seanwinslow-Desktop-Pocket_PM_Claude-250615_Pocket_PM_FRESH….md	3	claude-mastery	unknown		40_knowledge/references/	MEDIUM	cd /Users/seanwinslow/Desktop/Pocket_PM_Claude/250615_Pocket_PM_FRESH…
cinematic, wholesome 3D-animated look (not imitating any specific….md	4	creative-studio	reference		40_knowledge/references/	HIGH	cinematic, wholesome 3D-animated look (not imitating any specific…
claude --dangerously-skip-permissions.md	103	creative-studio|life-systems|design-team	project-material		40_knowledge/references/	HIGH	claude --dangerously-skip-permissions
from pathlib import Path.md	86	product-management|life-systems	idea		00_inbox/	HIGH	from pathlib import Path
git remote add origin https---github-com-seanwinslow28-Pocket_PM-git.md	36	design-team	work-nyl		60_archive/apple-notes-nyl/	MEDIUM	git remote add origin https://github.com/seanwinslow28/Pocket_PM.git
home_m_trainer_advanced_anchor.md	6	unclassified	unknown		00_inbox/	LOW	home_m_trainer_advanced_anchor
https---antigravity-google-docs-models.md	5	claude-mastery	unknown		40_knowledge/references/	MEDIUM	https://antigravity.google/docs/models
https---developer-apple-com-account.md	30	life-systems|claude-mastery	project-material		40_knowledge/references/	HIGH	https://developer.apple.com/account
https---docs-google-com-forms-d-e-1FAIpQLSdvIQulTt2a2geqwUJlhUrLGOVbYfsNqZcvdag_7B1Kgh0wlw….md	27	product-management|claude-mastery	idea		00_inbox/	HIGH	https://docs.google.com/forms/d/e/1FAIpQLSdvIQulTt2a2geqwUJlhUrLGOVbYfsNqZcvdag_7B1Kgh0wlw…
https---drive-google-com-uc-id=1Zvyv9N2xUmA-N1ipTcuh9-yYbxWIJZvI.md	5	product-management	unknown		40_knowledge/references/	MEDIUM	https://drive.google.com/uc?id=1Zvyv9N2xUmA-N1ipTcuh9-yYbxWIJZvI
import { ReactNode } from 'react';.md	461	creative-studio|claude-mastery	personal	16bitfit	20_projects/prj-16bitfit/	HIGH	import { ReactNode } from 'react';
json prompts.md	3	unclassified	unknown		00_inbox/	LOW	json prompts
